dataset	sample	ambient	origin
VLP_ZhaoG_2017	case4_324	HUMAN	STOOL
VLP_ZhaoG_2017	case8_246	HUMAN	STOOL
VLP_ZhaoG_2017	case11_377	HUMAN	STOOL
VLP_ZhaoG_2017	case11_124	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_676	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_353	HUMAN	STOOL
VLP_ZhaoG_2017	case10_182	HUMAN	STOOL
VLP_ZhaoG_2017	case1_355	HUMAN	STOOL
VLP_ZhaoG_2017	case3_430	HUMAN	STOOL
VLP_ZhaoG_2017	case2_243	HUMAN	STOOL
VLP_ZhaoG_2017	SID1.1_120	HUMAN	STOOL
VLP_ZhaoG_2017	case7_527	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_522	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_227	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_348	HUMAN	STOOL
VLP_ZhaoG_2017	case8_64	HUMAN	STOOL
VLP_ZhaoG_2017	SID1.1_182	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_345	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_85	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_203	HUMAN	STOOL
VLP_ZhaoG_2017	case11_154	HUMAN	STOOL
VLP_ZhaoG_2017	case7_558	HUMAN	STOOL
VLP_ZhaoG_2017	case11_527	HUMAN	STOOL
VLP_ZhaoG_2017	case2_271	HUMAN	STOOL
VLP_ZhaoG_2017	case4_55	HUMAN	STOOL
VLP_ZhaoG_2017	case8_44	HUMAN	STOOL
VLP_ZhaoG_2017	case1_208	HUMAN	STOOL
VLP_ZhaoG_2017	case5_509	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_436	HUMAN	STOOL
VLP_ZhaoG_2017	case7_400	HUMAN	STOOL
VLP_ZhaoG_2017	case8_97	HUMAN	STOOL
VLP_ZhaoG_2017	SID3.2_450	HUMAN	STOOL
VLP_ZhaoG_2017	case1_159	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_489	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_424	HUMAN	STOOL
VLP_ZhaoG_2017	case7_584	HUMAN	STOOL
VLP_ZhaoG_2017	SID2.1_243	HUMAN	STOOL
VLP_ZhaoG_2017	SID3.2_175	HUMAN	STOOL
VLP_ZhaoG_2017	case10_337	HUMAN	STOOL
VLP_ZhaoG_2017	SID6.1_97	HUMAN	STOOL
VLP_ZhaoG_2017	case8_156	HUMAN	STOOL
VLP_ZhaoG_2017	SID1.1_212	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_523	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_397	HUMAN	STOOL
VLP_ZhaoG_2017	case10_57	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_233	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_356	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_703	HUMAN	STOOL
VLP_ZhaoG_2017	SID3.2_241	HUMAN	STOOL
VLP_ZhaoG_2017	case3_206	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_195	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_146	HUMAN	STOOL
VLP_ZhaoG_2017	case8_218	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_297	HUMAN	STOOL
VLP_ZhaoG_2017	case9_307	HUMAN	STOOL
VLP_ZhaoG_2017	SID6.1_131	HUMAN	STOOL
VLP_ZhaoG_2017	SID2.1_62	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_504	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_320	HUMAN	STOOL
VLP_ZhaoG_2017	case3_237	HUMAN	STOOL
VLP_ZhaoG_2017	case3_276	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_177	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_465	HUMAN	STOOL
VLP_ZhaoG_2017	case7_434	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_72	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_270	HUMAN	STOOL
VLP_ZhaoG_2017	case11_237	HUMAN	STOOL
VLP_ZhaoG_2017	case3_366	HUMAN	STOOL
VLP_ZhaoG_2017	case3_119	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_406	HUMAN	STOOL
VLP_ZhaoG_2017	case11_345	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_524	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_155	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_567	HUMAN	STOOL
VLP_ZhaoG_2017	case7_465	HUMAN	STOOL
VLP_ZhaoG_2017	case9_369	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_452	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_652	HUMAN	STOOL
VLP_ZhaoG_2017	case9_555	HUMAN	STOOL
VLP_ZhaoG_2017	case1_120	HUMAN	STOOL
VLP_ZhaoG_2017	case5_237	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_191	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_261	HUMAN	STOOL
VLP_ZhaoG_2017	case7_378	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_209	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_80	HUMAN	STOOL
VLP_ZhaoG_2017	case7_302	HUMAN	STOOL
VLP_ZhaoG_2017	case6_135	HUMAN	STOOL
VLP_ZhaoG_2017	case4_356	HUMAN	STOOL
VLP_ZhaoG_2017	case8_397	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_626	HUMAN	STOOL
VLP_ZhaoG_2017	case6_43	HUMAN	STOOL
VLP_ZhaoG_2017	case3_334	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_204	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_475	HUMAN	STOOL
VLP_ZhaoG_2017	case10_308	HUMAN	STOOL
VLP_ZhaoG_2017	case9_227	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_323	HUMAN	STOOL
VLP_ZhaoG_2017	case8_183	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_249	HUMAN	STOOL
VLP_ZhaoG_2017	case7_337	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_103	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_336	HUMAN	STOOL
VLP_ZhaoG_2017	case4_86	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_146	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_322	HUMAN	STOOL
VLP_ZhaoG_2017	case9_497	HUMAN	STOOL
VLP_ZhaoG_2017	case3_399	HUMAN	STOOL
VLP_ZhaoG_2017	case10_155	HUMAN	STOOL
VLP_ZhaoG_2017	case7_495	HUMAN	STOOL
VLP_ZhaoG_2017	case2_55	HUMAN	STOOL
VLP_ZhaoG_2017	case5_630	HUMAN	STOOL
VLP_ZhaoG_2017	case9_515	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_229	HUMAN	STOOL
VLP_ZhaoG_2017	case4_184	HUMAN	STOOL
VLP_ZhaoG_2017	SID4.1_102	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_535	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_279	HUMAN	STOOL
VLP_ZhaoG_2017	SID8.1_111	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_244	HUMAN	STOOL
VLP_ZhaoG_2017	SID5.2_392	HUMAN	STOOL
VLP_ZhaoG_2017	SID6.1_164	HUMAN	STOOL
VLP_ZhaoG_2017	case3_302	HUMAN	STOOL
VLP_ZhaoG_2017	SID6.1_45	HUMAN	STOOL
VLP_ZhaoG_2017	case7_179	HUMAN	STOOL
VLP_ZhaoG_2017	case9_197	HUMAN	STOOL
VLP_ZhaoG_2017	case2_303	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_40	HUMAN	STOOL
VLP_ZhaoG_2017	SID7.2_352	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_151	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_229	HUMAN	STOOL
VLP_ZhaoG_2017	case10_276	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_273	HUMAN	STOOL
VLP_ZhaoG_2017	case4_621	HUMAN	STOOL
VLP_ZhaoG_2017	SID6.1_73	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_567	HUMAN	STOOL
VLP_ZhaoG_2017	case10_42	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_56	HUMAN	STOOL
VLP_ZhaoG_2017	case7_252	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_123	HUMAN	STOOL
VLP_ZhaoG_2017	SID1.1_150	HUMAN	STOOL
VLP_ZhaoG_2017	case6_166	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_306	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_310	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_497	HUMAN	STOOL
VLP_ZhaoG_2017	case9_406	HUMAN	STOOL
VLP_ZhaoG_2017	case3_82	HUMAN	STOOL
VLP_ZhaoG_2017	SID3.2_517	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_401	HUMAN	STOOL
VLP_ZhaoG_2017	case9_88	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_212	HUMAN	STOOL
VLP_ZhaoG_2017	11.1_88	HUMAN	STOOL
VLP_ZhaoG_2017	case9_150	HUMAN	STOOL
VLP_ZhaoG_2017	SID9.1_184	HUMAN	STOOL
VLP_ZhaoG_2017	10.2_182	HUMAN	STOOL
VLP_ZhaoG_2017	case6_30	HUMAN	STOOL
VLP_ZhaoG_2017	case6_79	HUMAN	STOOL
WeynbergK_2014	PDam_LN2_DNA_MDA	ENVO	CORAL
WeynbergK_2014	PDam_DNA_MDA_NLN	ENVO	CORAL
WeynbergK_2014	PDam_CFM_DNA	ENVO	CORAL
WeynbergK_2014	Atenuis_DNA_virome	ENVO	CORAL
WeynbergK_2014	PDam_NLN_DNA_SISPA	ENVO	CORAL
WeynbergK_2014	PDam_DNA_LN2_SISPA	ENVO	CORAL
WylieK_2018	PSAF-08-0109-09-7390-1103647641	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7757-1062073423	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7639-1103647689	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7747-1062074102	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7483-1062073559	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7762-1062074118	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7509-1062073567	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7427-1103647635	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7427-1103647634	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7612-1062074073	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7569-1103647661	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7634-1062074078	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7676-1062074090	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7666-1062074089	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7556-1062073578	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7407-1062073543	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7599-1062074068	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7666-1103647686	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7617-1103647678	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7590-1062074063	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7705-1062074096	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7598-1062074065	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7743-1062074104	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7599-1103647671	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7620-1062074080	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7470-1103647645	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7757-1062074110	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7459-1103647643	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7612-1062074085	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7491-1062073562	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7413-1103647637	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7437-1103647632	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7437-1062073550	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7683-1062074092	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7420-1062073555	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7491-1062073563	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7629-1103647690	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7587-1103647660	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7569-1062073575	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7445-1103646386	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7475-1062073547	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7409-1062073544	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7604-1062074069	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7590-1103647656	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7409-1062073545	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7580-1062073571	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7772-1062074120	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7556-1062073577	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7620-1062074082	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7772-1062074133	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7522-1062073569	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7509-1062073635	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7599-1062074067	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7424-1062073552	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7634-1062074077	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7413-1062073557	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7509-1062073565	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7580-1062073570	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7491-1062073561	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7407-1103647639	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7569-1062073576	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7424-1062073554	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7598-1062074066	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7424-1062073553	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7629-1062074079	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7384-1062073539	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7749-1062074100	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7666-1103647685	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7390-1062073540	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7639-1062073403	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7527-1062073581	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7705-1062074097	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7372-1062073538	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7592-1103647655	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7587-1062074062	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7407-1103647638	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7522-1062073476	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7854-1062073592	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7479-1062073558	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7459-1103647644	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7572-1062073572	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7694-1062074094	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7762-1062074117	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7445-1062073549	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7743-1062074105	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7635-1062074075	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7694-1062074095	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7683-1062074093	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7475-1062073546	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7504-1062073564	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7659-1062074088	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7564-1103647662	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7659-1062074087	HUMAN	VAGINA
WylieK_2018	H_WF-08-0109-09-7479-1103647648	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7617-1062074083	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7397-1062073542	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7470-1062073548	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7612-1062074072	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7758-1062074112	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7822-1062074155	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7420-1103647636	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7504-1103647651	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7483-1062073560	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7635-1062074076	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7572-1062073573	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7427-1062073551	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7379-1103647628	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7617-1062074084	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7758-1062074111	HUMAN	VAGINA
WylieK_2018	H_WF-08-0109-09-7860-1062073599	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7587-1103647659	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7391-1062073541	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7749-1062074101	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7379-1103647629	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7757-1062074099	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7564-1103647663	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7747-1062074103	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7676-1062074091	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7437-1103647633	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7572-1062073574	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7527-1062073579	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7620-1062074081	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7734-1062074107	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7743-1062074106	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7592-1062074064	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7760-1062074113	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7734-1062074109	HUMAN	VAGINA
WylieK_2018	PSAF-08-0109-09-7420-1062073556	HUMAN	VAGINA
Moreno-GallegoJL_2019	11A_largeInsert	HUMAN	STOOL
Moreno-GallegoJL_2019	17A_largeInsert	HUMAN	STOOL
Moreno-GallegoJL_2019	8B_largeInsert	HUMAN	STOOL
PannarajP_2018	milk_M132Sixth	HUMAN	MILK
PannarajP_2018	stool_BB11Eighth	HUMAN	STOOL
PannarajP_2018	stool_BB3Third	HUMAN	STOOL
PannarajP_2018	stool_BB9Sixth	HUMAN	STOOL
PannarajP_2018	stool_BB8Fifth	HUMAN	STOOL
PannarajP_2018	milk_M118Third	HUMAN	MILK
PannarajP_2018	milk_M131Fifth	HUMAN	MILK
CM_metaviralp	Mvir_WICaX_v0Q	ENVIRONMENTAL	FRESHWATER
CM_metaviralp	Mvir_WECaY_v0Q	ENVIRONMENTAL	FRESHWATER
LiangG_2020	D100	HUMAN	STOOL
LiangG_2020	D101	HUMAN	STOOL
LiangG_2020	D104	HUMAN	STOOL
LiangG_2020	D105	HUMAN	STOOL
LiangG_2020	D117	HUMAN	STOOL
LiangG_2020	D120	HUMAN	STOOL
LiangG_2020	D121	HUMAN	STOOL
LiangG_2020	D122	HUMAN	STOOL
LiangG_2020	D125	HUMAN	STOOL
LiangG_2020	D126	HUMAN	STOOL
LiangG_2020	D130	HUMAN	STOOL
LiangG_2020	D133	HUMAN	STOOL
LiangG_2020	D136	HUMAN	STOOL
LiangG_2020	D140	HUMAN	STOOL
LiangG_2020	D145	HUMAN	STOOL
LiangG_2020	D153	HUMAN	STOOL
LiangG_2020	D157	HUMAN	STOOL
LiangG_2020	D158	HUMAN	STOOL
LiangG_2020	D160	HUMAN	STOOL
LiangG_2020	D165	HUMAN	STOOL
LiangG_2020	D167	HUMAN	STOOL
LiangG_2020	D173	HUMAN	STOOL
LiangG_2020	D178	HUMAN	STOOL
LiangG_2020	D184	HUMAN	STOOL
LiangG_2020	D186	HUMAN	STOOL
LiangG_2020	D188	HUMAN	STOOL
LiangG_2020	D193	HUMAN	STOOL
LiangG_2020	D195	HUMAN	STOOL
LiangG_2020	D196	HUMAN	STOOL
LiangG_2020	D208	HUMAN	STOOL
LiangG_2020	D215	HUMAN	STOOL
LiangG_2020	D217	HUMAN	STOOL
LiangG_2020	D221	HUMAN	STOOL
LiangG_2020	D225	HUMAN	STOOL
LiangG_2020	D230	HUMAN	STOOL
LiangG_2020	D232	HUMAN	STOOL
LiangG_2020	D233	HUMAN	STOOL
LiangG_2020	D234	HUMAN	STOOL
LiangG_2020	D241	HUMAN	STOOL
LiangG_2020	D245	HUMAN	STOOL
LiangG_2020	D255	HUMAN	STOOL
LiangG_2020	D257	HUMAN	STOOL
LiangG_2020	D261	HUMAN	STOOL
LiangG_2020	D263	HUMAN	STOOL
LiangG_2020	D272	HUMAN	STOOL
LiangG_2020	D275	HUMAN	STOOL
LiangG_2020	D278	HUMAN	STOOL
LiangG_2020	D280	HUMAN	STOOL
LiangG_2020	D281	HUMAN	STOOL
LiangG_2020	D283	HUMAN	STOOL
LiangG_2020	D285	HUMAN	STOOL
LiangG_2020	D287	HUMAN	STOOL
LiangG_2020	D288	HUMAN	STOOL
LiangG_2020	D289	HUMAN	STOOL
LiangG_2020	D290	HUMAN	STOOL
LiangG_2020	D292	HUMAN	STOOL
LiangG_2020	D294	HUMAN	STOOL
LiangG_2020	D295	HUMAN	STOOL
LiangG_2020	D296	HUMAN	STOOL
LiangG_2020	D302	HUMAN	STOOL
LiangG_2020	D306	HUMAN	STOOL
LiangG_2020	D309	HUMAN	STOOL
LiangG_2020	D3139	HUMAN	STOOL
LiangG_2020	D3158	HUMAN	STOOL
LiangG_2020	D3159	HUMAN	STOOL
LiangG_2020	D3160	HUMAN	STOOL
LiangG_2020	D3162	HUMAN	STOOL
LiangG_2020	D3164	HUMAN	STOOL
LiangG_2020	D3170	HUMAN	STOOL
LiangG_2020	D3175	HUMAN	STOOL
LiangG_2020	D319	HUMAN	STOOL
LiangG_2020	D3199	HUMAN	STOOL
LiangG_2020	D3212	HUMAN	STOOL
LiangG_2020	D322	HUMAN	STOOL
LiangG_2020	D3224	HUMAN	STOOL
LiangG_2020	D324	HUMAN	STOOL
LiangG_2020	D3251	HUMAN	STOOL
LiangG_2020	D3254	HUMAN	STOOL
LiangG_2020	D3255	HUMAN	STOOL
LiangG_2020	D3256	HUMAN	STOOL
LiangG_2020	D3262	HUMAN	STOOL
LiangG_2020	D3263	HUMAN	STOOL
LiangG_2020	D3264	HUMAN	STOOL
LiangG_2020	D3265	HUMAN	STOOL
LiangG_2020	D3267	HUMAN	STOOL
LiangG_2020	D3270	HUMAN	STOOL
LiangG_2020	D3271	HUMAN	STOOL
LiangG_2020	D3272	HUMAN	STOOL
LiangG_2020	D3273	HUMAN	STOOL
LiangG_2020	D3278	HUMAN	STOOL
LiangG_2020	D3280	HUMAN	STOOL
LiangG_2020	D3281	HUMAN	STOOL
LiangG_2020	D331	HUMAN	STOOL
LiangG_2020	D3330	HUMAN	STOOL
LiangG_2020	D3331	HUMAN	STOOL
LiangG_2020	D3334	HUMAN	STOOL
LiangG_2020	D3400	HUMAN	STOOL
LiangG_2020	D3401	HUMAN	STOOL
LiangG_2020	D3404	HUMAN	STOOL
LiangG_2020	D3450	HUMAN	STOOL
LiangG_2020	D3451	HUMAN	STOOL
LiangG_2020	D3454	HUMAN	STOOL
LiangG_2020	D348	HUMAN	STOOL
LiangG_2020	D350	HUMAN	STOOL
LiangG_2020	D351	HUMAN	STOOL
LiangG_2020	D3520	HUMAN	STOOL
LiangG_2020	D3521	HUMAN	STOOL
LiangG_2020	D3524	HUMAN	STOOL
LiangG_2020	D3570	HUMAN	STOOL
LiangG_2020	D3571	HUMAN	STOOL
LiangG_2020	D3574	HUMAN	STOOL
LiangG_2020	D358	HUMAN	STOOL
LiangG_2020	D3590	HUMAN	STOOL
LiangG_2020	D3591	HUMAN	STOOL
LiangG_2020	D3594	HUMAN	STOOL
LiangG_2020	D360	HUMAN	STOOL
LiangG_2020	D3650	HUMAN	STOOL
LiangG_2020	D3651	HUMAN	STOOL
LiangG_2020	D3654	HUMAN	STOOL
LiangG_2020	D367	HUMAN	STOOL
LiangG_2020	D3680	HUMAN	STOOL
LiangG_2020	D3681	HUMAN	STOOL
LiangG_2020	D3684	HUMAN	STOOL
LiangG_2020	D370	HUMAN	STOOL
LiangG_2020	D3730	HUMAN	STOOL
LiangG_2020	D3731	HUMAN	STOOL
LiangG_2020	D3734	HUMAN	STOOL
LiangG_2020	D374	HUMAN	STOOL
LiangG_2020	D3750	HUMAN	STOOL
LiangG_2020	D3751	HUMAN	STOOL
LiangG_2020	D3754	HUMAN	STOOL
LiangG_2020	D3760	HUMAN	STOOL
LiangG_2020	D3761	HUMAN	STOOL
LiangG_2020	D3764	HUMAN	STOOL
LiangG_2020	D383	HUMAN	STOOL
LiangG_2020	D385	HUMAN	STOOL
LiangG_2020	D3850	HUMAN	STOOL
LiangG_2020	D3851	HUMAN	STOOL
LiangG_2020	D3854	HUMAN	STOOL
LiangG_2020	D386	HUMAN	STOOL
LiangG_2020	D3890	HUMAN	STOOL
LiangG_2020	D3891	HUMAN	STOOL
LiangG_2020	D3894	HUMAN	STOOL
LiangG_2020	D392	HUMAN	STOOL
LiangG_2020	D3940	HUMAN	STOOL
LiangG_2020	D3941	HUMAN	STOOL
LiangG_2020	D3944	HUMAN	STOOL
LiangG_2020	D3950	HUMAN	STOOL
